site_no,sample_date,sample_time,Aquifer Code,Aquifer Type,Latitude,Longititude,Well Depth,Sampling Depth,Temperature,Electrical conductivity,Carbonate alkalinity,TDS,pH,O2(aq),N2(aq),NH4+,NO2-,NO3-,HPO4--,HS-,Ca++,Mg++,Na+,K+,Cl-,SO4--,F-,SiO2(aq),Fe++,Mn++,Al+++,CH4(aq),Lead,Arsenic,Akermanite,Al2(SO4)3,Al2(SO4)3^6H2O,Alabandite,Albite,Albite high,Albite low,Alunite,Amesite-14A,Amrph^silica,Analc-dehydr,Analcime,Andalusite,Andradite,Anhydrite,Annite,Anorthite,Antarcticite,Anthophyllite,Antigorite,Aragonite,Arcanite,Artinite,Bassanite,Beidellit-Ca,Beidellit-H,Beidellit-K,Beidellit-Mg,Beidellit-Na,Berlinite,Birnessite,Bischofite,Bixbyite,Bloedite,Boehmite,Brucite,Burkeite,Ca(OH)2(c),Ca-Al Pyroxene,Ca2Cl2(OH)2^H2O,Ca2Si3O8^5/2H2O,Ca2SiO4(gamma),Ca2SiO4^7/6H2O,Ca3Si2O7^3H2O,Ca3SiO5,Ca4Cl2(OH)6^13H2O,Ca4Si3O10^3/2H2O,Ca5Si6O17^11/2H2O,Ca5Si6O17^21/2H2O,Ca5Si6O17^3H2O,Ca6Si6O18^H2O,CaCl2^2H2O,CaCl2^4H2O,CaCl2^H2O,CaHPO4^2H2O,Calcite,Carnallite,CaSi2O5^2H2O,CaSO4^1/2H2O(beta),Chalcedony,Chamosite-7A,Chloromagnesite,Chrysotile,Clinochl-14A,Clinochl-7A,Clinoptil-Ca,Clinoptil-K,Clinoptil-Mg,Clinoptil-Na,Clinozoisite,Cordier^anhy,Cordier^hydr,Corundum,Cristobalite,Cronstedt-7A,Daphnite-14A,Daphnite-7A,Dawsonite,Diaspore,Diopside,Dolomite,Dolomite-dis,Dolomite-ord,Enstatite,Epidote,Epidote-ord,Epsomite,Fayalite,Fe(OH)2(ppd),Fe(OH)3(ppd),Fe2(SO4)3(c),FeF2(c),FeF3(c),FeO(c),Ferrite-2-Ca,Ferrite-Ca,Ferrite-Mg,Ferrosilite,FeSO4(c),Fluorapatite,Fluorite,Forsterite,Gaylussite,Gehlenite,Gibbsite,Goethite,Graphite,Greenalite,Grossular,Gypsum,Halite,Hausmannite,Hedenbergite,Hematite,Hercynite,Heulandite,Hexahydrite,Huntite,Hydromagnesite,Hydrophilite,Hydroxyapatite,Illite,Jadeite,Jarosite-K,Jarosite-Na,K-feldspar,K2CO3^3/2H2O,K8H4(CO3)6^3H2O,Kainite,Kalicinite,Kalsilite,Kaolinite,Kieserite,KMgCl3,KMgCl3^2H2O,KNaCO3^6H2O,Kyanite,Larnite,Laumontite,Lawrencite,Lawsonite,Leonhardtite,Lime,Magnesite,Magnetite,Manganite,Manganosite,Margarite,Maximum Microcline,Melanterite,Mercallite,Merwinite,Mg2Cl(OH)3^4H2O,MgCl2^2H2O,MgCl2^4H2O,MgCl2^H2O,MgF2(c),MgOHCl,MgSO4(c),MHSH(Mg1.5),Minnesotaite,Mirabilite,Misenite,Mn(OH)2(am),Mn(OH)3(c),Mn3(PO4)2(c),MnCl2^2H2O,MnCl2^4H2O,MnCl2^H2O,MnHPO4(c),MnSO4(c),Molysite,Monohydrocalcite,Monticellite,Mordenite-K,Mordenite-Na,Muscovite,Na2Si2O5,Na2SiO3,Na3H(SO4)2,Na4SiO4,Na6Si2O7,NaFeO2(c),Nepheline,Nesquehonite,Nontronit-Ca,Nontronit-K,Nontronit-Mg,Nontronit-Na,O-phth acid(c),Paragonite,Pargasite,Pentahydrite,Phengite,Phlogopite,Pirssonite,Portlandite,Prehnite,Pseudowollastonite,Pyrite,Pyrolusite,Pyrophyllite,Pyrrhotite,Quartz,Rankinite,Rhodochrosite,Rhodonite,Ripidolit-14A,Ripidolit-7A,Sanidine high,Saponite-Ca,Saponite-H,Saponite-K,Saponite-Mg,Saponite-Na,Scacchite,Sepiolite,Siderite,Sillimanite,Smectite-high-Fe-Mg,Smectite-low-Fe-Mg,Smectite-Reykjanes,Spinel,Strengite,Sulfur-Rhmb,Sylvite,Tachyhydrite,Talc,Tephroite,Thenardite,Todorokite,Tremolite,Tridymite,Troilite,Vivianite,Wairakite,Whitlockite,Wollastonite,Wustite,Zoisite
4.31E+14,5/11/1978,,350SLDL,Silurian Dolomite Aquifer,43.14834166,-88.1648139,90,,-29.29,,,,7.1,,,,,,,,,,,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.31E+14,5/23/1978,,350SLDL,Silurian Dolomite Aquifer,43.14834166,-88.1648139,90,,-29.31,,,,7.3,,,,,,,,,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.31E+14,6/19/1978,,350SLDL,Silurian Dolomite Aquifer,43.14834166,-88.1648139,90,,-29.33,,,,7.1,,,,,,,,,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.31E+14,7/6/1978,,350SLDL,Silurian Dolomite Aquifer,43.14834166,-88.1648139,90,,-29.34,,,,7.1,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.31E+14,8/1/1978,,350SLDL,Silurian Dolomite Aquifer,43.14834166,-88.1648139,90,,-29.36,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.31E+14,9/5/1978,,350SLDL,Silurian Dolomite Aquifer,43.14834166,-88.1648139,90,,-29.37,,,,,,,,,,,,,,,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.31E+14,9/13/1978,,350SLDL,Silurian Dolomite Aquifer,43.14834166,-88.1648139,90,90,-29.39,,,,7.2,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.31E+14,10/4/1978,,350SLDL,Silurian Dolomite Aquifer,43.14834166,-88.1648139,90,,-29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.31E+14,11/7/1978,,350SLDL,Silurian Dolomite Aquifer,43.14834166,-88.1648139,90,,-29.42,,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.31E+14,2/28/1979,,350SLDL,Silurian Dolomite Aquifer,43.14834166,-88.1648139,90,,-29.44,,,,7.8,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.31E+14,4/4/1979,,350SLDL,Silurian Dolomite Aquifer,43.14834166,-88.1648139,90,,-29.45,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.31E+14,5/24/1979,,350SLDL,Silurian Dolomite Aquifer,43.14834166,-88.1648139,90,,-29.47,,,,,,,,,,,,,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.31E+14,7/17/1979,,350SLDL,Silurian Dolomite Aquifer,43.14834166,-88.1648139,90,,-29.48,,,,,,,,,,,,,,,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.31E+14,4/7/1977,,350SLDL,Silurian Dolomite Aquifer,43.1483415,-88.18231429,161,,-29.5,,,,7.4,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.31E+14,5/18/1977,,350SLDL,Silurian Dolomite Aquifer,43.1483415,-88.18231429,161,,-29.52,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.31E+14,10/20/1977,,350SLDL,Silurian Dolomite Aquifer,43.14778609,-88.16898069,165,,-29.53,,,,7.3,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.31E+14,5/3/1978,,350SLDL,Silurian Dolomite Aquifer,43.14778609,-88.16898069,165,,-29.55,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.31E+14,10/20/1977,,350SLDL,Silurian Dolomite Aquifer,43.14778587,-88.196759,155,,-29.56,,,,7.3,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.31E+14,5/2/1978,,350SLDL,Silurian Dolomite Aquifer,43.14778587,-88.196759,155,,-29.58,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.31E+14,5/3/1978,,350SLDL,Silurian Dolomite Aquifer,43.14778596,-88.1850921,109,,-29.59,,,,,,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.31E+14,9/15/1978,,350SLDL,Silurian Dolomite Aquifer,43.14778596,-88.1850921,109,,-29.61,,,,7.3,,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.31E+14,9/2/1976,,350SLDL,Silurian Dolomite Aquifer,43.14917475,-88.1920367,140,,-29.63,,,,,,,,,,,,,,,,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.31E+14,5/11/1977,,350SLDL,Silurian Dolomite Aquifer,43.14917475,-88.1920367,140,140,-29.64,,,,8,,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.31E+14,10/26/1976,,350SLDL,Silurian Dolomite Aquifer,43.1477857,-88.2178706,144,,-29.66,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.31E+14,4/25/1977,,350SLDL,Silurian Dolomite Aquifer,43.14861895,-88.22564849,138,,-29.67,,,,7.6,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.31E+14,10/6/1976,,350SLDL,Silurian Dolomite Aquifer,43.14778558,-88.2345376,165,,-29.69,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.31E+14,9/30/1976,,350SLDL,Silurian Dolomite Aquifer,43.148064,-88.14898029,181,,-29.7,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.31E+14,5/10/1977,,350SLDL,Silurian Dolomite Aquifer,43.148064,-88.14898029,181,181,-29.72,,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.31E+14,5/18/1977,,350SLDL,Silurian Dolomite Aquifer,43.148064,-88.14898029,181,,-29.74,,,,7.4,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.31E+14,6/10/1977,,350SLDL,Silurian Dolomite Aquifer,43.148064,-88.14898029,181,,-29.75,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.31E+14,7/12/1977,,350SLDL,Silurian Dolomite Aquifer,43.148064,-88.14898029,181,,-29.77,,,,7.3,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.31E+14,7/26/1977,,350SLDL,Silurian Dolomite Aquifer,43.148064,-88.14898029,181,,-29.78,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.31E+14,8/12/1977,,350SLDL,Silurian Dolomite Aquifer,43.148064,-88.14898029,181,,-29.8,,,,7,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.31E+14,9/9/1977,,350SLDL,Silurian Dolomite Aquifer,43.148064,-88.14898029,181,,-29.81,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.31E+14,9/28/1977,,350SLDL,Silurian Dolomite Aquifer,43.148064,-88.14898029,181,,-29.83,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.31E+14,10/28/1977,,350SLDL,Silurian Dolomite Aquifer,43.148064,-88.14898029,181,,-29.85,,,,7.2,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
